1601286924810;0.00061;0.295928;7.578;5.115;3.319;0.028442;0.013123;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.019226;0.000916;0.000305;0.000916;0.001221;0.010376;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.333252;1601286924;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286925;26;0;2;0; 0a 30 68 3d 26 00 11 ff 0a 41 87 ff 2e 02 e1 fe e6 ff 07 0f 86 f5 0a 31 68 3d 07 00 14 ff f7 40 90 ff 4a 02 d8 fe e6 ff 07 0f 86 f5 0a 32 68 3d 07 00 14 ff f7 40 90 ff 45 02 e4 fe e6 ff 07 0f 86 f5 0a 33 68 3d 2e 00 2b ff 07 41 93 ff 45 02 e4 fe e6 ff 07 0f 86 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286925801;0.00061;0.295928;7.571;5.240;3.322;0.044617;0.013428;0.003052;0.000305;0;0.00061;0.010071;0.958909;0.018921;0.00061;0.000305;0.000916;0.001221;0.009766;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.330505;1601286925;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286926;26;0;2;0; 0a 30 68 3d ae ff e8 fe 07 41 84 ff 2f 02 db fe d3 ff e9 0e 64 f5 0a 31 68 3d 94 ff 29 ff 6d 41 84 ff 2f 02 db fe d3 ff e9 0e 64 f5 0a 32 68 3d c9 ff 41 ff c4 41 84 ff 26 02 df fe d3 ff e9 0e 64 f5 0a 33 68 3d fa ff 7a ff db 41 8c ff 29 02 e8 fe d3 ff e9 0e 64 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286926797;0.00061;0.295003;7.578;5.232;3.320;0.028168;0.012817;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.018921;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.002441;0.007019;0.002136;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075684;0.604248;0.333557;1601286926;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286927;4122;0;2;0; 0a 30 68 3d 4b 00 2b ff 18 41 a3 ff 13 02 e0 fe fa ff e5 0e 6d f5 0a 31 68 3d 4b 00 2b ff 18 41 a3 ff 22 02 dd fe fa ff e5 0e 6d f5 0a 32 68 3d 41 00 1c ff 29 41 9d ff 22 02 dd fe c5 ff e5 0e 2e f5 0a 33 68 3d 4b 00 09 ff 3b 41 91 ff 25 02 d9 fe c5 ff e5 0e 2e f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286927803;0.00061;0.299627;7.571;5.235;3.319;0.026764;0.013428;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.019226;0.00061;0.000305;0.000916;0.001221;0.009766;0.001221;0.002441;0.007324;0.002136;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075684;0.604248;0.328064;1601286927;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286928;26;0;2;0; 0a 30 68 3d a0 00 57 ff fa 40 9b ff 24 02 de fe c1 ff e6 0e 84 f5 0a 31 68 3d a0 00 57 ff fa 40 9e ff 36 02 d7 fe c1 ff e6 0e 84 f5 0a 32 68 3d 93 00 4b ff 18 41 9e ff 36 02 d7 fe d4 ff 09 0f 78 f5 0a 33 68 3d 6c 00 47 ff 27 41 91 ff 2d 02 d7 fe d4 ff 09 0f 78 f5 08 00 00 00 00 00 00 00 a0 ff 01 00 00 00 00 00 00 00 00 00 b0 ff 02 20 00 00 00 00 f9 ff ff ff;
1601286928798;0.00061;0.295003;7.578;5.174;3.320;0.039215;0.013733;0.003052;0;0.000305;0.00061;0.010071;0.958909;0.018921;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.002441;0.007324;0.002136;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075684;0.604248;0.328369;1601286928;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286929;26;0;2;0; 0a 30 68 3d c1 00 4c ff 20 41 a2 ff 36 02 ee fe d2 ff 0f 0f 47 f5 0a 31 68 3d b9 00 3f ff 21 41 93 ff 31 02 e9 fe d2 ff 0f 0f 47 f5 0a 32 68 3d b9 00 38 ff 1f 41 98 ff 11 02 db fe d2 ff 0f 0f 47 f5 0a 33 68 3d a3 00 43 ff 27 41 85 ff 1f 02 da fe d2 ff 0f 0f 47 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286929799;0.00061;0.294078;7.578;5.185;3.320;0.02887;0.012817;0.003052;0;0.000305;0.00061;0.010376;0.960529;0.018921;0.00061;0.000305;0.000916;0.001221;0.009766;0.001221;0.002441;0.007019;0.002136;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.32959;1601286929;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286930;26;0;2;0; 0a 30 68 3d 70 00 7f ff 1f 41 89 ff 48 02 d6 fe d1 ff 01 0f ec f5 0a 31 68 3d 70 00 7f ff 23 41 8b ff 32 02 d2 fe d1 ff 01 0f ec f5 0a 32 68 3d 8b 00 7f ff 23 41 8b ff 32 02 d3 fe d1 ff 01 0f ec f5 0a 33 68 3d 63 00 5c ff 22 41 7a ff 23 02 d3 fe d1 ff 01 0f ec f5 98 ff 01 00 78 ff 02 20 a0 ff 02 20 f9 ff ff ff 3c 6c 00 20 e7 ff 02 20 00 00 00 00 e7 ff 02 20;
1601286930803;0.00061;0.295003;7.578;5.063;3.320;0.028595;0.013123;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.018921;0.00061;0.000305;0.000916;0.001221;0.012207;0.001221;0.002441;0.007019;0.002136;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075684;0.603027;0.326843;1601286930;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286931;26;0;2;0; 0a 30 68 3d 7b 00 2a ff 10 41 8c ff 30 02 e3 fe d4 ff e5 0e a1 f5 0a 31 68 3d 78 00 65 ff 25 41 8b ff 21 02 e0 fe d4 ff e5 0e a1 f5 0a 32 68 3d 96 00 82 ff 50 41 89 ff 29 02 e0 fe d4 ff e5 0e a1 f5 0a 33 68 3d 8f 00 6e ff 44 41 8d ff 28 02 ea fe d4 ff e5 0e a1 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286931800;0.00061;0.295003;7.578;5.195;3.320;0.039368;0.013733;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.018921;0.00061;0.000305;0.001221;0.001221;0.009766;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.329895;1601286931;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286932;26;0;2;0; 0a 30 68 3d a2 00 db fe 82 41 a2 ff 33 02 e6 fe d5 ff 06 0f 5d f5 0a 31 68 3d 98 00 cf fe 3c 41 92 ff 32 02 e1 fe d5 ff 06 0f 5d f5 0a 32 68 3d 98 00 cf fe 3c 41 98 ff 3a 02 e7 fe d5 ff 06 0f 5d f5 0a 33 68 3d 94 00 c5 fe 02 41 98 ff 3a 02 e7 fe d5 ff 06 0f 5d f5 02 00 01 00 78 ff 02 20 a0 ff 02 20 f9 ff ff ff 90 6b 00 20 e7 ff 02 20 00 00 00 00 00 00 00 00;
1601286932798;0.00061;0.295003;7.578;5.110;3.322;0.048157;0.013123;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.019226;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.328674;1601286932;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286933;4122;0;2;0; 0a 30 68 3d 7b 00 78 ff 31 40 7d ff 31 02 d9 fe c5 ff e8 0e 58 f5 0a 31 68 3d 9b 00 89 ff f9 40 7d ff 31 02 d9 fe c5 ff e8 0e 58 f5 0a 32 68 3d b8 00 a3 ff e9 40 80 ff 31 02 db fe c5 ff e8 0e 58 f5 0a 33 68 3d e6 00 a7 ff c8 40 8a ff 2b 02 e0 fe c5 ff e8 0e 58 f5 98 ff 01 00 00 00 00 40 a0 ff 01 00 00 00 00 40 90 6b 00 20 88 ff 02 20 b0 ff 02 20 f9 ff ff ff;
1601286933802;0.00061;0.293154;7.578;5.131;3.319;0.029785;0.013123;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.018921;0.00061;0.000305;0.000916;0.001221;0.009766;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.328674;1601286933;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286934;26;0;2;0; 0a 30 68 3d b9 00 71 ff 08 41 93 ff 2b 02 eb fe 8f ff ef 0e 7a f5 0a 31 68 3d ab 00 61 ff fb 40 93 ff 2b 02 eb fe 8f ff ef 0e 7a f5 0a 32 68 3d a8 00 8b ff 03 41 95 ff 2d 02 db fe 8f ff ef 0e 7a f5 0a 33 68 3d a5 00 93 ff 15 41 88 ff 23 02 ea fe 8f ff ef 0e 7a f5 98 ff 01 00 78 ff 02 20 a0 ff 02 20 f9 ff ff ff 90 6b 00 20 e7 ff 02 20 00 00 00 00 00 00 00 00;
1601286934809;0.00061;0.293154;7.578;5.115;3.322;0.035797;0.013123;0.002747;0.000305;0.000305;0.00061;0.010376;0.960529;0.018616;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.003052;0.007324;0.001984;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.324097;1601286934;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286935;26;0;2;0; 0a 30 68 3d 80 00 f2 fe 7b 40 a2 ff 2f 02 cf fe 7f ff 03 0f 7c f5 0a 31 68 3d 80 00 f2 fe 7b 40 a8 ff 1e 02 d6 fe 7f ff 03 0f 7c f5 0a 32 68 3d 4b 00 7e fe ce 40 a8 ff 1e 02 d6 fe 7f ff 03 0f 7c f5 0a 33 68 3d f9 ff 35 fe 4d 41 a8 ff 08 02 e4 fe 7f ff 03 0f 7c f5 98 ff 01 00 68 74 00 20 a0 ff 01 00 01 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00;
1601286935806;0.00061;0.310724;7.568;5.224;3.322;0.039093;0.013123;0.002747;0.000305;0;0.00061;0.010376;0.960529;0.018921;0.00061;0.000305;0.000916;0.001221;0.009766;0.001221;0.002441;0.007324;0.001984;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.331421;1601286935;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286936;26;0;2;0; 0a 30 68 3d 7b 00 73 ff 2d 41 90 ff 24 02 e7 fe cb ff f9 0e bc f5 0a 31 68 3d 74 00 7b ff 29 41 8f ff 2d 02 d7 fe cb ff f9 0e bc f5 0a 32 68 3d 73 00 76 ff 12 41 94 ff 2a 02 db fe cb ff f9 0e bc f5 0a 33 68 3d 70 00 68 ff 15 41 92 ff 31 02 d1 fe aa ff fb 0e 8e f5 00 00 00 00 00 00 00 00 80 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00 00 00 08 e2 00 00 00 00;
1601286936802;0.00061;0.295928;7.578;5.167;3.320;0.027954;0.013428;0.003052;0.000305;0.000305;0.000916;0.00946;0.958909;0.018921;0.00061;0.000305;0.000916;0.001221;0.010376;0.001221;0.002441;0.007019;0.002136;9.2e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.32959;1601286936;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286937;26;0;2;0; 0a 30 68 3d 84 00 7c ff f7 40 84 ff 3d 02 de fe dc ff ec 0e 9e f5 0a 31 68 3d 8c 00 72 ff 12 41 81 ff 43 02 e0 fe dc ff ec 0e 9e f5 0a 32 68 3d 8c 00 72 ff 12 41 95 ff 37 02 da fe dc ff ec 0e 9e f5 0a 33 68 3d b7 00 81 ff fe 40 95 ff 37 02 da fe dc ff ec 0e 9e f5 98 ff 01 00 68 74 00 20 a0 ff 01 00 01 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00;
1601286937798;0.00061;0.294078;7.578;5.083;3.319;0.026764;0.013428;0.002747;0.000305;0.000305;0.00061;0.010071;0.960529;0.018921;0.00061;0.000305;0.000916;0.001221;0.009766;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.335999;1601286937;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286938;26;0;2;0; 0a 30 68 3d 93 00 7f ff 35 41 8c ff 1c 02 dc fe b9 ff bc 0e 88 f5 0a 31 68 3d 8d 00 84 ff 18 41 8c ff 1c 02 dc fe b9 ff bc 0e 88 f5 0a 32 68 3d 88 00 6a ff 1e 41 8c ff 14 02 e2 fe b9 ff bc 0e 88 f5 0a 33 68 3d a4 00 75 ff ef 40 8a ff 25 02 e6 fe b9 ff bc 0e 88 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286938806;0.00061;0.293154;7.578;5.065;3.322;0.0383;0.013123;0.003052;0;0.000305;0.00061;0.010376;0.960529;0.018616;0.00061;0.000305;0.000916;0.001221;0.012207;0.001221;0.002441;0.007019;0.002136;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.603027;0.325317;1601286938;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286939;26;0;2;0; 0a 30 68 3d 63 00 89 ff 1d 41 8e ff 28 02 e3 fe c5 ff f3 0e 4b f5 0a 31 68 3d 63 00 89 ff 18 41 9a ff 2b 02 e4 fe c5 ff f3 0e 4b f5 0a 32 68 3d 5d 00 97 ff 18 41 9a ff 2b 02 dd fe c5 ff f3 0e 4b f5 0a 33 68 3d 54 00 9a ff 21 41 96 ff 24 02 dd fe c5 ff f3 0e 4b f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286939803;0.00061;0.294078;7.578;5.191;3.320;0.028534;0.012817;0.003052;0.000305;0.000305;0.00061;0.010071;0.958909;0.019226;0.00061;0.000305;0.001221;0.001221;0.010376;0.001221;0.002441;0.007324;0.001984;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.325928;1601286939;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286940;26;0;2;0; 0a 30 68 3d 89 00 56 ff 19 41 86 ff 22 02 e0 fe c3 ff bd 0e 4e f5 0a 31 68 3d 93 00 69 ff f8 40 8e ff 3e 02 e0 fe c3 ff bd 0e 4e f5 0a 32 68 3d 94 00 77 ff f7 40 8f ff 3a 02 d8 fe c3 ff bd 0e 4e f5 0a 33 68 3d a8 00 96 ff 03 41 91 ff 1f 02 e0 fe c3 ff bd 0e 4e f5 98 ff 01 00 68 74 00 20 a0 ff 02 20 01 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00;
1601286940807;0.00061;0.294078;7.578;5.065;3.319;0.026642;0.013123;0.003052;0.000305;0.000305;0.00061;0.010071;0.960529;0.018616;0.000916;0.000305;0.000916;0.001221;0.010986;0.001221;0.002441;0.007324;0.001984;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.603027;0.324402;1601286940;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286941;4122;0;2;0; 0a 30 68 3d 71 00 52 ff 1c 41 92 ff 30 02 d5 fe d4 ff dc 0e 65 f5 0a 31 68 3d 6f 00 4a ff 18 41 90 ff 24 02 e5 fe d4 ff dc 0e 65 f5 0a 32 68 3d 6f 00 4a ff 18 41 92 ff 24 02 eb fe d4 ff dc 0e 65 f5 0a 33 68 3d 69 00 3d ff 22 41 92 ff 24 02 eb fe d4 ff dc 0e 65 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286941804;0.00061;0.293154;7.578;5.187;3.319;0.026184;0.013123;0.002747;0.000305;0.000305;0.00061;0.010376;0.960529;0.019226;0.00061;0.000305;0.000916;0.001221;0.009766;0.001221;0.002441;0.007324;0.001984;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075684;0.604248;0.3302;1601286941;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286942;4122;0;2;0; 0a 30 68 3d 81 00 59 ff 27 41 77 ff 2d 02 e2 fe d3 ff db 0e 69 f5 0a 31 68 3d 86 00 58 ff 28 41 77 ff 2d 02 e2 fe d8 ff 03 0f 63 f5 0a 32 68 3d 91 00 5f ff 19 41 83 ff 2b 02 e6 fe d8 ff 03 0f 63 f5 0a 33 68 3d 78 00 57 ff 10 41 93 ff 20 02 de fe d8 ff 03 0f 63 f5 98 ff 01 00 01 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 90 ff 02 20 01 00 00 00;
1601286942800;0.00061;0.294078;7.578;5.094;3.320;0.041199;0.013428;0.002747;0.000305;0.000305;0.00061;0.010071;0.958909;0.018921;0.00061;0.000305;0.000916;0.001221;0.010986;0.001221;0.002441;0.007324;0.002136;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075684;0.604248;0.324097;1601286942;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286943;4122;0;2;0; 0a 30 68 3d 65 00 62 ff 15 41 8b ff 28 02 e2 fe d8 ff d7 0e 47 f5 0a 31 68 3d 7c 00 5d ff 2a 41 96 ff 20 02 e5 fe d8 ff d7 0e 47 f5 0a 32 68 3d 71 00 3f ff 30 41 9b ff 21 02 d8 fe d8 ff d7 0e 47 f5 0a 33 68 3d 71 00 3f ff 30 41 84 ff 27 02 d8 fe d8 ff d7 0e 47 f5 02 00 01 00 01 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 90 ff 02 20 01 00 00 00;
1601286943807;0.00061;0.294078;7.578;5.072;3.320;0.026733;0.012817;0.003052;0;0.000305;0.00061;0.010071;0.960529;0.018921;0.00061;0.000305;0.000916;0.001221;0.008545;0.001221;0.002441;0.007324;0.002136;6.1e-05;0.000763;0.000336;6.1e-05;6.1e-05;0.000275;0.075684;0.603333;0.328369;1601286943;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286944;26;0;2;0; 0a 30 68 3d 5f 00 4c ff eb 40 9e ff 31 02 d8 fe cf ff be 0e 79 f5 0a 31 68 3d 60 00 56 ff 10 41 9b ff 31 02 d8 fe cf ff be 0e 79 f5 0a 32 68 3d 6b 00 6d ff 3d 41 8d ff 2d 02 d4 fe cf ff be 0e 79 f5 0a 33 68 3d 8e 00 6c ff 32 41 8a ff 2e 02 e4 fe cf ff be 0e 79 f5 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 88 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00;
1601286944804;0.00061;0.291304;7.578;5.190;3.320;0.033875;0.012512;0.003052;0.000305;0;0.00061;0.010071;0.960529;0.018311;0.00061;0.000305;0.000916;0.001221;0.010376;0.001221;0.002441;0.007019;0.001984;6.1e-05;0.000732;0.000366;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.307617;1601286944;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286945;26;0;2;0; 0a 30 68 3d 94 00 7d ff fc 40 97 ff 26 02 e0 fe bf ff db 0e 95 f5 0a 31 68 3d 8b 00 7f ff fa 40 94 ff 22 02 e7 fe bf ff db 0e 95 f5 0a 32 68 3d a0 00 73 ff 1f 41 97 ff 26 02 da fe bf ff db 0e 95 f5 0a 33 68 3d a0 00 73 ff 1f 41 97 ff 25 02 cf fe bf ff db 0e 95 f5 00 00 00 00 00 00 00 00 80 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00 00 00 08 e2 00 00 00 00;
1601286945877;0.00061;0.290379;7.578;5.101;3.319;0.026642;0.012512;0.003357;0.000305;0.000305;0.00061;0.010376;0.958909;0.018005;0.00061;0.000305;0.000916;0.001221;0.010376;0.001221;0.002441;0.006714;0.002136;6.1e-05;0.000732;0.000336;6.1e-05;6.1e-05;0.000275;0.075378;0.604248;0.308533;1601286945;14;11000001 | 00010010 | 00000011 | 00000000 | ;3;1601286946;4122;0;2;0; 0a 30 68 3d 94 00 7d ff fc 40 97 ff 26 02 e0 fe bf ff db 0e 95 f5 0a 31 68 3d 8b 00 7f ff fa 40 94 ff 22 02 e7 fe bf ff db 0e 95 f5 0a 32 68 3d a0 00 73 ff 1f 41 97 ff 26 02 da fe bf ff db 0e 95 f5 0a 33 68 3d a0 00 73 ff 1f 41 97 ff 25 02 cf fe bf ff db 0e 95 f5 00 00 00 00 00 00 00 00 80 ff 02 20 01 00 00 00 10 01 00 00 00 00 00 00 00 00 08 e2 00 00 00 00;
